Gene symbol	B cells naive	B cells memory	T cells CD8	T cells CD4	NK cells	Monocytes	Macrophages M1	Macrophages M2
LILRA4	33.02123349	111.7082404	24.77824314	57.84876862	18.12117817	65.68769791	92.50411622	38.58613078
LILRB2	30.88657745	28.11397271	25.57422148	9.996682874	36.09030097	3344.118855	4796.504314	1185.826811
LIME1	23.92087663	43.82308141	1287.731562	1225.59738	47.46263396	78.16252525	34.53702578	50.33543999
LINC00597	15.98296208	18.32668535	6.841729202	3.681017104	72.72761985	23.18626902	87.56074506	126.3468697
LINC00921	675.1218227	227.5869807	132.8112012	146.1436716	70.47336347	69.03803764	43.47348792	70.79707101
LOC100130100	19.84751256	28.75087131	23.05076042	16.09778833	14.70906515	16.13831431	15.93115384	14.61435957
LOC126987	135.5693196	103.5430592	72.45319298	91.28169833	76.62216013	68.19210687	120.1283625	101.4058634
LRMP	2106.83981	2947.585258	631.9125478	327.4987971	436.5800269	1048.681062	38.79936244	773.4916653
LST1	29.98420127	20.94422774	520.3780954	332.3730932	291.3221307	5975.189254	2243.545374	2286.079952
LTA	11.68110017	12.01527664	21.16573991	27.69750654	2880.862643	12.51621864	114.1041953	14.98197508
LTB	10351.64143	12117.94539	9829.724672	12009.36242	16862.16904	321.3564756	116.2863022	161.002021
LTC4S	61.1295924	25.94383276	132.3582101	78.40840372	97.97552647	91.87551209	145.9248694	581.6689523
LY86	6947.982466	7763.972248	382.951912	198.5520941	224.0756082	5218.063407	1246.621776	6395.572444
LY9	289.0732036	607.833791	1310.964334	1298.433446	28.5057754	30.00087721	28.29412112	252.2799806
MAGEA11	21.99996581	32.72734275	20.72781035	46.81934	10.00970252	5.93274616	6.881696305	5.473565526
MAK	20.11347878	20.28901775	8.152190939	9.822978292	14.95790508	24.81417634	40.72370334	106.2299542
MAN1A1	293.5258353	262.0187671	239.4182791	219.4246857	308.6636084	205.5255231	493.8657698	534.8061268
MANEA	3.436589508	17.60224736	52.68877507	63.61546587	132.9727705	67.09972733	81.69270078	117.0081644
MAP3K13	5.152513024	4.887907798	7.381955365	6.382539853	6.292627292	7.051783275	37.08407242	7.843078446
MAP4K1	48.65001463	923.4585215	1721.22046	1387.561664	451.4493332	317.9668785	31.1038533	367.2710553
MAP4K2	10.65044684	12.63242373	17.70603378	20.0115018	10.43288028	12.04202684	9.050871942	11.5997819
MAP9	10.29840785	13.08373168	93.40076641	25.30523597	43.71021332	1.421006596	2.387820415	3.785240835
MARCH3	611.9846331	264.9416398	78.87501105	78.59525306	194.2572943	103.5658121	328.0740952	56.54869661
MARCO	9.029403736	10.74173048	14.45792523	10.71025113	13.72935017	236.7362055	48.77266347	117.1511345
MAST1	9.251047619	14.90583928	6.640168162	8.220261044	7.644655016	8.492607794	9.151450435	8.533286435
MBL2	59.05366978	96.12663648	2.661464134	6.171513508	6.332890006	4.939369175	5.398099627	9.195676707
MEFV	27.28348256	27.22990284	10.29578093	12.67206304	14.76826697	552.7124986	10.0823446	9.173433177
MEP1A	939.6261506	391.2004498	54.17625589	141.2290524	89.41077945	98.26125945	25.48235387	66.46616213
MGAM	8.043975587	5.311140732	3.964324624	6.159428432	47.87522011	159.713285	5.166817607	5.665802146
MICAL3	328.9820884	319.7728118	100.6010965	126.6902267	117.9119847	15.57018571	25.35785089	17.81194748
MMP12	746.9258791	488.893271	79.27159307	114.8747346	84.9536497	95.85109514	399.1895721	221.5740634
MMP25	136.2875659	125.5332669	211.5319494	168.1540221	457.3283307	446.4796965	1099.921767	583.9384858
MMP9	338.94428	388.1056494	286.9137339	395.4202673	284.1304512	335.4295326	2727.981464	16386.05747
MNDA	29.5032353	276.0791648	50.81863936	8.750532337	301.3206314	11447.56145	4016.523813	1867.617958
MROH7	23.05515036	26.76307736	28.67423007	31.49065027	24.83406901	31.92868262	26.72336531	24.0216752
MS4A1	18085.9446	17478.14564	343.9223112	220.8581711	177.3861387	128.6338935	94.49057817	64.19016147
MS4A2	151.2024037	187.5914373	108.6218788	111.3833723	69.18049192	52.17720971	67.69994038	68.77420162
MS4A3	121.2914634	62.7546875	80.86216165	40.41954215	191.1348695	23.55316735	20.77904136	38.22269719
MS4A6A	1102.971199	616.0957235	221.1962643	216.3694922	191.822788	8814.800982	402.5623243	16167.182
MSC	28.93411812	44.52165409	78.78518268	85.70898291	42.30368151	47.46789206	1562.138826	101.4843406
MXD1	22.77650595	22.40684859	67.17780431	110.942725	62.75327788	250.0158171	135.7286165	26.56895465
MYB	365.4798555	297.3542162	647.9999569	269.6240292	235.7125916	300.7619354	78.10250073	118.9099184
MZB1	46.81934	122.2593141	42.83903749	9.914966708	26.15989089	24.85648896	30.4274162	33.81911592
NAALADL1	11.62316713	15.79395952	70.98305911	147.3280124	228.0189635	31.52382891	8.288872254	10.286083
NCF2	153.4955828	345.1359814	62.34284219	88.17850315	168.835817	12280.85608	762.0351121	11487.88902
NCR3	152.0118385	792.8512873	1756.075472	411.610723	3218.191907	56.94572009	105.9964013	55.94701428
NFE2	6.094544149	6.768979235	107.3563954	33.47001344	82.87062985	1517.644033	32.42880369	110.0759892
NIPSNAP3B	1577.975004	744.7742002	128.0373349	137.6053305	105.1928183	89.57172242	105.2363956	106.9349988
NKG7	6.994769751	10.33850341	8640.630717	679.6910465	14574.73469	34.65463899	217.2245766	6.547727883
NLRP3	22.14183418	20.53269856	15.30576169	48.05321317	88.89574256	636.6292677	37.67910545	322.0620463
NMBR	507.384036	573.6463176	45.63830073	31.0595517	48.05321317	77.85728222	16.42178108	35.1722477
NME8	4.031081011	3.928660473	4.66238798	3.210667699	13.4174629	14.82529394	97.09045136	422.959594
NOD2	6.932520098	10.18850108	8.398706067	124.1410057	166.0621042	1302.129171	2182.907505	811.2539416
NOX3	12.00966261	6.682825624	7.382208399	9.107287855	7.106612265	11.17305851	9.70690203	8.992612544
NPAS1	18.22767575	16.19541233	24.54202898	20.72030953	12.95560951	14.37797149	12.49569028	17.39161784
NPIPB15	1624.147916	2800.237224	315.43784	753.235961	230.6806713	176.7823779	282.2159665	370.1582078
NPL	18.58723205	15.43171438	84.14120251	77.75838355	113.5081582	856.4061947	501.9616375	4287.536344
NR4A3	136.961868	146.6985292	83.36646929	96.79674591	142.7268857	91.30097224	448.7091592	100.4851433
NTN3	6.560415317	15.17015534	8.668709617	11.48733325	6.670735069	8.728208573	11.62316713	15.7165782
NTRK1	13.56995609	13.73659599	10.62433837	15.01956589	13.60956204	11.91460935	8.77366203	8.95713845
ORC1	23.68477152	41.00915539	48.78745757	49.69010165	199.5193663	42.26892867	21.53089091	49.33707158
OSM	2.05303015	2.708641993	3.823397028	4.818030863	172.7170749	4.071675747	3.129845825	6.319098182
P2RX1	161.7246112	37.90926885	180.7978777	119.891114	137.761379	686.8592062	134.6490049	356.2137024
P2RX5	9725.14216	9116.674392	784.9884834	770.0178375	492.8199974	175.5409499	21.68739568	20.0115018
P2RY10	436.5800269	348.9025998	319.1050423	516.3687437	207.4981375	20.95780349	20.4848163	16.64319163
P2RY13	9.195676707	35.59674022	7.470609935	6.469992914	13.81492461	2786.279688	473.3335035	2965.888162
P2RY14	1638.857158	196.0477382	154.8611784	75.4038863	215.2283477	51.7107481	21.35853068	852.5563739
P2RY2	11.65755142	13.6018949	14.97257129	11.41545947	11.91498962	172.1808803	11.44146222	9.463569762
PADI4	10.86384541	14.72490782	54.8131472	15.94453415	26.4439513	765.8740271	17.75900367	12.5310046
PAQR5	23.55278029	20.52510491	14.17914437	15.95742958	12.69616964	14.23047428	18.28085747	17.46905843
PASK	513.8685117	628.0406815	1441.389436	2312.349458	256.2684015	146.7089795	240.986393	221.4207731
PAX7	67.60022415	81.26725901	23.31147251	42.55469556	21.90774996	38.03678229	24.24874392	19.33487809
PBXIP1	399.906182	918.0224791	1520.324793	3186.537019	195.0766104	253.4748335	197.5776496	410.8735418
PCDHA5	5.122171371	7.929425728	15.43591938	33.86467066	11.39071505	10.28963858	85.93860365	8.255798098
PDCD1	103.8732743	124.685259	153.8622347	149.0261337	122.4494002	153.2622842	134.5949207	133.0710845
PDCD1LG2	17.24705732	11.81520376	12.8049967	11.03474465	12.92033658	14.01790012	448.8743703	343.4394084
PDE6C	0.972464723	3.751282949	1.934003663	6.212037366	2.387820415	4.556478651	2.992189132	3.505149256
PDK1	32.80967907	24.86674344	231.2949243	121.1522918	37.96319899	25.63097887	131.2576257	121.9445976
PGLYRP1	18.90822468	23.3446173	9.957040446	15.62904812	30.4274162	13.97992365	12.64904623	15.47869427
PIK3IP1	2462.087898	1132.15121	5245.606657	4353.539533	322.6103849	647.7544918	209.4648222	1631.804333
PKD2L2	9.70690203	6.77668278	18.90534167	11.46263134	7.924164041	13.39656756	12.7431858	20.11347878
PLA1A	35.62073897	28.11928425	16.1139255	7.843078446	12.84867382	59.35576681	2799.769624	14.40398388
PLA2G7	100.7324553	79.06118962	24.31875779	36.51263796	50.30565877	1290.202807	1679.064856	1569.463396
PLCH2	31.91347153	14.44424591	26.92691404	136.8549573	132.3765006	47.06577352	44.50406981	29.6256784
PLEKHF1	39.92144865	32.66376393	884.5112502	508.7385617	982.2000845	45.53332862	73.43952307	33.49248832
PLEKHG3	11.39071505	10.80558704	293.5247521	559.7419793	317.7910043	417.6498993	590.7969437	180.2721835
PMCH	12.39999002	10.5949733	7.056096164	14.81798486	11.09025115	9.49164333	6.066370195	7.417755579
PNOC	4198.527432	4255.796399	88.67789621	65.69416471	78.13755037	230.8474814	42.98994774	92.99539565
PPBP	112.7304414	89.83852158	61.67249965	58.2388091	17.49572851	80.46672814	230.1459177	292.9918215
PPFIBP1	68.77420162	10.81398033	40.76620059	26.78347553	9.753147704	24.45704984	6.90617027	11.4758086
PRF1	201.9573668	236.1351207	8182.518825	2130.073632	27164.52012	142.7487889	55.13574502	23.15489547
PRG2	98.84281244	125.3109437	126.6467707	139.1010495	82.7123624	117.086355	295.678865	263.6529152
PRR5L	114.4648121	191.9719939	302.0175264	230.07536	1138.959696	109.1297143	74.93090365	109.0856459
PSG2	1541.92252	1234.841312	157.1462452	214.8615441	136.1349156	170.0696655	95.30143834	126.992246
PTGDR	84.74897834	75.93103964	549.7297474	135.8294143	2044.535858	36.25887091	40.98318506	26.78347553
PTGER2	47.37880726	20.49640288	2260.804067	4236.414392	5770.127086	1154.310555	170.3953887	1754.337137
PTGIR	32.06615205	21.65542661	46.51032228	59.60491785	30.86641388	482.8617503	1832.0701	1096.655917
PTPRCAP	4113.169696	4036.430692	4378.93295	4607.979618	3305.985414	35.76573661	18.44492663	30.51218687
PTPRG	106.5825021	96.88881184	3.798829584	3.949271467	5.598819437	6.373268195	31.75264764	4.706761986
PVRIG	874.708657	1156.813644	3978.913368	1786.799569	4025.406714	99.88281165	20.76445065	113.3694758
QPCT	15.58990295	25.78610834	24.03521349	22.22269743	48.52460385	1499.926054	113.8352122	1278.360026
RAB27B	7.831610308	10.49747881	25.25617138	35.43354856	82.18072015	6.931516995	13.50066477	31.34081799
RALGPS2	1597.105013	1305.477004	57.02675161	23.42229647	32.54129812	44.85995177	22.03161941	63.44359344
RASA3	10.56154776	24.23500243	270.9813064	327.8466714	65.33110512	93.34350756	14.43114488	115.9404818
RASGRP2	5911.213148	5135.507838	2427.952654	2855.39049	256.5379971	759.9791832	120.6402118	102.0421756
RASGRP3	458.3600431	575.4533742	16.2266408	13.66874699	19.07768435	11.43917669	552.0344178	1320.702754
RASSF4	22.67712362	18.66101906	22.98193781	19.66949919	146.1955683	672.1035142	3036.440707	560.785394
RCAN3	46.66611859	40.66450557	155.029818	566.9862725	25.01169532	41.68337282	37.60063067	28.67150516
REN	63.75570668	51.28033369	30.74953796	42.47010982	26.42631865	31.44891199	29.94374704	26.03111393
RENBP	53.60553688	41.69053434	45.59103269	34.34525827	34.34525827	215.0882638	777.7696598	1584.310866
REPS2	40.36292074	27.95271373	13.88756297	18.95216894	21.71773363	153.2877211	9.789026033	171.2308983
RGS1	180.1991847	246.271589	646.7216655	1496.611591	255.510178	64.44174947	184.9939733	63.8234625
RGS13	71.26574474	70.49121711	26.92097022	22.22269743	29.94374704	18.73599553	5.136655175	3.828607749
RNASE2	186.4718703	164.907335	216.8731189	98.76355416	230.07536	3614.28076	407.2225704	677.7138981
RNASE6	1799.683549	1157.232625	17.05134667	64.4438491	14.36766267	4038.448716	306.1693936	5075.103934
RPL10L	36.038732	70.34302342	321.3503467	588.7015627	98.92836489	95.70491339	53.34937988	70.33336588
RPL3P7	76.85048537	379.4864795	1290.949662	3370.859953	55.10360905	109.4607889	39.64729475	31.93512985
RRP12	12.81515335	12.57253314	10.83222373	14.31729413	75.44491958	288.3451691	11.72814867	14.51466222
RRP9	9.544532505	16.3321486	92.36151715	49.53085908	186.6021403	36.13230183	183.1808863	91.16319084
RSAD2	215.2283477	211.2148732	164.1021811	222.8577454	666.8036659	334.986335	6976.481671	140.1673526
RYR1	108.5578105	115.9141217	134.6786684	134.9186388	76.73435744	128.5919034	72.99488239	102.3003102
S100A12	190.663133	205.6096122	103.0892269	78.96882194	220.6263312	11149.65069	258.3004281	123.701236
S1PR5	7.997120003	7.027494673	41.04900098	6.547727883	175.6975199	6.788452669	6.633637977	6.433693872
SAMSN1	197.0884279	441.9005895	794.816235	1660.128114	2876.602126	1412.29406	5090.528151	3133.89778
SCN9A	7.11928632	7.905938062	5.599396915	6.409332909	10.59412632	6.128985193	111.6046467	88.10035668
SEC31B	64.80136266	51.08175979	423.4721951	63.79022174	30.97425375	136.5478618	58.5085105	492.0692023
SELL	11102.0298	8002.61479	7418.862396	7104.510327	1590.659482	7242.740165	234.1716363	287.2191393
SEPT5	10.89927471	18.06590222	13.1121548	37.98662268	22.41199796	16.50408571	27.46127525	14.79336806
SEPT8	27.7175438	22.87983558	31.02782537	35.93880485	67.28417387	15.62108755	183.0663448	72.01025469
SERGEF	15.69138202	11.98596801	63.60787074	28.58789254	41.5765162	20.42165917	113.6054513	103.0111836
SH2D1A	30.86641388	23.74579306	1249.210018	1354.892078	844.7081417	18.41801556	17.53465103	11.39071505
SIGLEC1	258.3004281	149.3986543	81.50052589	91.07262834	88.81589691	279.3221994	6220.794765	3457.591061
SIK1	5471.704926	5620.453994	1219.200313	410.006561	248.2954165	544.8091055	292.9918215	111.2439257
SIRPG	74.41451203	127.7355428	1310.139566	1148.814515	57.88335321	54.8626275	80.84943542	39.50876033
SIT1	759.1593175	1505.448039	1457.873439	1612.60149	107.7569918	99.63796028	60.40293882	107.7569918
SKA1	4.914356682	2.770472888	2.220631652	1.658857567	41.3563524	3.198489691	6.57228761	15.6035437
SKAP1	1378.742233	556.9267569	2273.257742	2395.678989	1513.442454	155.1060459	115.4350344	100.357131
SLAMF1	762.0351121	515.4872027	496.4217166	1081.526073	115.6197705	111.9089299	6057.915205	845.5065088
SLAMF8	156.6501475	135.5923959	107.6408152	101.4058634	95.17401569	166.4059352	663.4733228	1407.517431
SLC12A1	89.4899425	48.93661716	10.77936011	11.20330491	3.866557468	3.335133412	5.19508538	1.712065726
SLC12A8	7.225818568	8.434874182	14.91996119	3.740216058	18.06584929	11.98809147	24.5564624	25.3393543
SLC15A3	9.050871942	202.4492561	18.5710453	19.36453188	8.498902895	1682.54452	3860.541888	5890.338133
SLC2A6	112.56368	313.2302692	43.07557759	15.58990295	125.466199	623.8936693	6057.915205	579.7336116
SLC7A10	66.78073716	84.61698111	33.20097043	53.12123129	24.36857837	34.30894984	34.7291372	26.32189818
SLCO5A1	118.7296898	108.1291054	30.06870751	70.96791001	49.59274467	40.69340961	954.0382072	39.75712842
SMPD3	70.72102235	140.540597	70.12682543	47.62155017	154.573264	35.63627466	66.63623186	116.4670669
SMPDL3B	2.724372492	3.034400379	3.73037929	3.847184414	4.182493252	4.661740608	4.751056832	4.031081011
SOCS1	27.14793524	25.09172222	160.8027185	117.8166952	1230.201795	20.71591309	2300.259226	705.1354113
SP140	881.125548	2397.760361	422.1251624	549.3361922	385.2475659	107.9949811	170.8986502	30.82412721
SPAG4	16.39614273	24.95714972	60.34817877	64.66029759	50.78803941	16.94563165	21.82778451	11.61080204
SPIB	3945.300733	5363.4372	67.02484651	74.71026363	78.25416453	116.3915428	1435.057428	31.21088513
SPOCK2	1531.023729	1120.73105	3283.92381	3212.756292	650.4634003	263.011432	132.2193618	118.3071595
SSX1	1.658857567	3.900272217	7.384988622	2.493139629	1.479085222	5.167103334	7.46633806	23.76513175
ST3GAL6	66.60162565	34.3893867	7.158395479	6.482478073	18.38880596	357.9772296	41.07506248	192.2179775
ST6GALNAC4	264.3270269	441.0048109	408.1100167	398.8717851	227.0422204	195.8463286	133.9832531	243.2991012
ST8SIA1	50.56172691	44.96471016	75.93922657	278.4319646	14.10673265	8.218778885	13.60956204	3.807870165
STAP1	3534.504408	1961.960801	112.0597302	110.856908	435.480525	21.15804952	372.9209445	43.53483002
STEAP4	4.42067119	8.353897982	4.832288844	2.346954138	17.27184239	111.873397	22.35085197	26.46384319
STXBP6	16.73521702	15.04379369	16.13910899	21.45135324	11.99719249	12.89610083	24.24874392	13.12815713
TARDBPP1	42.03948876	48.24713311	20.13104889	38.53463959	31.08142239	9.112054424	4.672469314	6.606824787
TBX21	504.1990666	543.923946	1658.322072	522.1073862	3311.978393	273.2767975	526.5774707	86.6079297
TCF7	32.1556293	157.1737661	3170.404097	3207.171426	151.5623553	18.65570294	284.0317902	43.91152808
TCL1A	12117.94539	763.1449829	106.739179	105.523008	78.2920509	161.4604075	109.218595	72.95993424
TEC	11.26237461	11.13599083	11.99089142	9.646923918	16.45891984	16.29861436	66.07482414	50.36671815
TEP1	13.00060521	15.87747831	98.35605225	95.04661844	91.56873261	16.10571842	69.86793771	112.1957614
TGM5	60.12655552	71.99773897	47.8969765	47.09380347	60.67685001	64.53380501	69.97949464	126.5453946
TLR2	81.54272739	113.709418	120.5282543	126.8421582	140.2158809	4560.185304	4668.361682	3071.447657
TLR7	49.81426014	102.4990755	7.997221294	9.70690203	10.83895443	570.6516022	966.7052764	546.9250913
TLR8	7.582193721	6.714925465	5.70074897	6.830950912	6.107123818	1522.070253	2380.195799	1082.104258
TMEM156	574.4981382	577.0327019	168.0820865	152.9758784	141.9594113	23.45170307	17.46905843	21.15896542
TMEM255A	64.48080982	43.77493033	38.72072177	22.20688826	29.92011687	66.84987758	289.1639534	167.0152257
TNFAIP6	267.9179363	259.8916347	81.29435266	94.24800971	145.8185128	233.4391136	19190.61594	325.3643379
TNFRSF10C	44.84631996	28.85121323	27.03922751	57.28934706	37.57632728	237.9058901	42.18070928	75.92997592
TNFRSF11A	50.02783296	32.36541213	9.855680429	22.07591774	68.56018671	17.83610862	74.82023836	396.3913895
TNFRSF13B	502.6927279	1498.256342	181.9551888	120.0804247	167.0688665	188.0078881	240.986393	171.9065402
TNFRSF17	22.5997525	247.609295	13.81523144	13.44126834	8.910362721	10.1098504	9.409205288	13.52425156
TNFRSF4	15.01956589	14.8278152	18.71047795	524.4770391	697.7043267	17.76981387	1462.50333	441.126154
TNFSF14	10.0823446	9.719004464	92.31649554	59.18404696	2050.816822	35.07227527	20.45437223	16.04544391
TNIP3	14.12983303	31.867553	70.50041584	30.8024485	11.86713177	14.52350675	1192.706587	17.36410025
TPSAB1	1102.29779	794.7203184	376.0368021	284.8186666	311.7403372	543.6290931	368.9130231	365.4798555
TRAC	572.5113556	1006.350088	13721.45552	15532.16188	506.0537577	208.9784165	151.3173183	142.6133419
TRAF4	194.7986362	450.3805458	27.41737791	88.21790387	70.6081762	28.30245079	23.05515036	23.70038398
TRAT1	13.5847049	15.98508028	816.7413233	2578.359018	41.18448661	6.845897848	6.319098182	4.273621867
TRAV12-2	13.14017301	12.20201385	225.3780296	100.6104917	9.776317635	10.63253287	10.57301826	8.463162241
TRAV13-1	88.73958185	72.48117143	463.1984082	881.5627754	28.3148996	29.72104173	37.77736037	12.25757399
TRAV13-2	72.69074036	67.18924471	369.2792078	639.8040504	55.64727919	56.85541485	35.79486574	39.12138574
TRAV21	119.891114	65.25320664	439.3576224	765.2981535	46.6365232	51.31601583	31.46897563	36.23835539
TRAV8-6	24.5564624	22.1433316	244.1129158	396.1200681	15.40291048	34.39428346	19.19569957	13.1991983
TRAV9-2	60.43870697	91.39228534	220.3744213	911.8379139	22.09272622	47.77691068	23.52091869	17.66320162
TRBC1	575.8478308	930.328823	8923.922332	10179.78364	2812.593654	78.94320693	223.4955364	131.0995558
TRDC	88.17850315	81.15497901	3014.575466	781.3316356	11382.00872	61.01801703	22.31868643	24.26650252
TREM1	415.2301184	236.6369111	102.2864477	67.49889477	95.75746526	1775.188919	194.7254774	184.6497911
TREM2	17.00788201	11.99552131	16.18514962	16.93010618	14.68548476	24.23855513	160.8316593	3999.017687
TREML2	70.53816317	20.8510013	23.09902116	18.783374	123.3281827	40.72889444	32.02053189	32.60848091
TRIB2	1848.219528	915.3236717	1138.062023	2377.362513	1049.5197	123.0323791	71.30464757	22.3637411
TRPM4	7.691250656	6.199378707	7.796755019	9.463569762	7.702553769	18.36114786	248.6383328	237.2475823
TRPM6	45.92245257	35.63102651	25.76719358	31.1038533	30.99587635	35.69642216	22.77650595	16.04544391
TSHR	19.81562324	17.26446055	11.64652927	13.71677829	12.75467855	14.29339998	9.442115885	7.808323788
TTC38	24.85041048	25.03368325	374.209498	26.49834722	662.1427421	105.6462644	437.3613074	328.9820884
TXK	309.7698509	195.384424	676.0594416	426.3148568	2015.56144	62.96991111	86.84214478	154.3565359
TYR	15.49172903	15.24296718	10.627147	197.0884279	51.17855685	14.06800259	25.02917588	31.80183546
UBASH3A	10.12600478	12.70263006	876.3804334	714.9395195	8.533286435	6.105136566	8.795522384	8.195551244
UGT1A8	680.5299008	471.1925779	82.13823081	123.3281827	85.31836726	91.50678971	55.51233152	55.04284584
UGT2B17	29.46022982	12.69818111	3.976053906	5.598819437	6.482478073	7.244351309	7.748155333	7.395068314
UPK3A	15.1818271	14.61683336	10.97861145	13.64441885	9.961241592	215.8718015	6.818438323	7.6068206
VILL	29.52223049	34.59261182	434.2235247	500.1222764	39.83941898	97.78124023	305.4093323	129.9134995
VNN1	22.95842907	21.92466999	12.26655159	11.49823256	27.08777116	1024.700138	12.28113965	120.6402118
VNN2	64.9845649	79.68108191	445.4839483	87.43886769	133.9832531	3300.115435	6.198523194	8.255798098
VNN3	30.92999926	32.29662574	13.07856517	28.54732378	44.53194026	187.5997533	70.96791001	60.50951351
VPREB3	3778.568055	2591.601205	89.69557529	166.1221545	114.2787683	136.159858	156.4260981	111.6979924
WNT5B	11.75096777	11.14541251	10.61879975	8.393614631	9.789026033	15.97840064	11.1694943	533.28442
WNT7A	12.86019319	17.53933245	101.4088521	87.39996412	13.79321282	56.25300857	23.34134802	10.34392287
ZAP70	13.7050941	12.81144157	3230.539852	2667.26621	1772.000761	38.05970681	25.55686935	32.52035914
ZBP1	35.84871042	74.5068251	149.2911945	162.5267903	127.0420484	24.54237397	16.16358042	22.09272622
ZBTB10	152.6895498	99.22415511	99.88073058	91.36792646	106.5387015	62.01375558	222.3082742	74.03494821
ZBTB32	9.857216379	193.1962311	27.83511	7.771095444	12.38711595	10.52648555	223.0243338	14.98197508
ZFP36L2	923.602815	661.8816941	3227.833526	3731.327234	263.103889	1341.516598	23.57209837	303.5769537
ZNF135	94.28786122	16.31493562	64.5605419	15.80624293	79.04663522	3.860059178	4.99336445	39.75712842
ZNF165	6.421545431	4.431621524	3.190692616	2.724372492	4.897631255	2.66873461	4.23966252	6.080237169
ZNF204P	77.87689746	42.94621317	151.9597341	168.8951305	32.9745764	29.90974572	33.02123349	27.46127525
ZNF222	9.800664188	7.20321789	71.91125741	15.0813304	91.80829026	19.8606097	47.02936831	148.6222178
ZNF286A	737.8599039	331.9087607	218.2270364	169.3131278	199.2998879	11.04393742	36.038732	21.87563888
ZNF324	28.21199417	23.46442356	32.01125825	27.16912681	42.90224117	28.71444884	37.88295257	112.914142
ZNF442	19.71319664	22.44753254	32.11029942	9.182953598	40.95236426	12.30022875	71.64242608	36.61226829
